creator,date,id,nuc,title,trove_url,institution
"Geddie, John, 1815-1872",1848-1857,22676913,ANL,Papers of John Geddie,https://trove.nla.gov.au/work/22676913,National Library of Australia.
"Brown, Thomas, 1861-1934",1908-1973,22683984,ANL,Papers of Thomas Brown,https://trove.nla.gov.au/work/22683984,National Library of Australia.
"Reid, G. H. Sir, (George Houstoun) 1845-1918",1880-1920,22684100,ANL,Papers of George Houstoun Reid,https://trove.nla.gov.au/work/22684100,National Library of Australia.
"Holt, Bland, 1851-1942",1880-1928,22727074,ANL,Papers of Bland Holt,https://trove.nla.gov.au/work/22727074,National Library of Australia.
"Murray, Hubert Sir, 1861-1940",1900-1940,22728038,ANL,Papers Sir Hubert Murray,https://trove.nla.gov.au/work/22728038,National Library of Australia.
"Im Thurn, Everard Ferdinand, Sir, 1852-1932",1904-1908,22731943,ANL,Diaries of Everard Ferdinand Im Thurn,https://trove.nla.gov.au/work/22731943,National Library of Australia.
"Shaw, James, 1815-1881",1833-1968,22732537,ANL,Papers of James Shaw,https://trove.nla.gov.au/work/22732537,National Library of Australia.
"Beale, Octavius C. (Octavius Charles), 1850-1930",1904-1930,22736463,ANL,Papers of Octavius Beale,https://trove.nla.gov.au/work/22736463,National Library of Australia.
"Epinay, Adrien d', 1794-1839",1737-1969,22736469,ANL,Mauritius collection,https://trove.nla.gov.au/work/22736469,National Library of Australia.
"Rudd, Steele, 1868-1935",1893-1935,22736477,ANL,Papers of Steele Rudd,https://trove.nla.gov.au/work/22736477,National Library of Australia.
"Tait, Charles, 1869-1933",1885-1965,22736748,ANL,Papers of Charles Tait,https://trove.nla.gov.au/work/22736748,National Library of Australia.
"Whelan, Philip, 1873-1943",1939-1950,22736761,ANL,Papers of Philip Whelan,https://trove.nla.gov.au/work/22736761,National Library of Australia.
"Beutler, Adolphe G., 1882-1927",1917-1972,22742565,ANL,Papers of Adolphe G. Beutler,https://trove.nla.gov.au/work/22742565,National Library of Australia.
"Kingsford-Smith, Charles, 1897-1935",1933,227795812,ANL,Letter from Charles Kingsford Smith to H. M. Kennedy,https://trove.nla.gov.au/work/227795812,National Library of Australia.
"Coppin, George Selth, 1819-1906",1845-1965,22821933,ANL,Papers of George Selth Coppin,https://trove.nla.gov.au/work/22821933,National Library of Australia.
"Shann, E. O. G. (Edward Owen Giblin), 1884-1935",1931-1976,22826937,ANL,Papers of E. O. G. Shann,https://trove.nla.gov.au/work/22826937,National Library of Australia.
"Lukin, Lionel Oscar, 1868-1944",1904-1928,22870029,ANL,Papers of Lionel Lukin,https://trove.nla.gov.au/work/22870029,National Library of Australia.
"Arago, Jacques, 1790-1855",1841,229005423,ANL,Letter of Jacques Arago,https://trove.nla.gov.au/work/229005423,National Library of Australia.
"Arago, Jacques, 1790-1855",1837,229005424,ANL,Letter of Jacques Arago,https://trove.nla.gov.au/work/229005424,National Library of Australia.
"Owen, Samuel, active 1824",1824,229064170,ANL,List of male convicts discharged from the Bellerophon hulk,https://trove.nla.gov.au/work/229064170,National Library of Australia.
"Barras, Henry, 1861-1936",1884-1889,22926516,ANL,Papers Henry Barras,https://trove.nla.gov.au/work/22926516,National Library of Australia.
"Lorimer, Philip Durham, 1843-1897",1860-1897,229419286,ANL,"Papers of Philip D. Lorimer (""Fernblossom"")",https://trove.nla.gov.au/work/229419286,National Library of Australia.
"Phillip, Arthur, 1738-1814",1789,229831259,ANL,"The voyage of Governor Phillip to Botany Bay : with an account of the establishment of the colonies of Port Jackson & Norfolk Island / compiled from authentic papers which have been obtained from the several departments to which are added, the journals of Lieuts. Shortland, Watts, Ball & Capt. Marshall with an account of their new discoveries",https://trove.nla.gov.au/work/229831259,National Library of Australia.
"Knowles, George Shaw, Sir, 1882-1947",1882-1947,230027932,ANL,Papers relating to Sir George Knowles,https://trove.nla.gov.au/work/230027932,National Library of Australia.
"Perry, Mary Beatrice, 1884-1938",1922-1924,23083682,ANL,Papers of Mary Beatrice Perry,https://trove.nla.gov.au/work/23083682,National Library of Australia.
"Walker, Frank, 1861-1948",1900-1940,23091235,ANL,Australian historical records [compiled] by Frank Walker,https://trove.nla.gov.au/work/23091235,National Library of Australia.
"Hackett, John Winthrop Sir, 1848-1916",1909,23158114,ANL,Papers Sir John Winthorp Hackett,https://trove.nla.gov.au/work/23158114,National Library of Australia.
"Skeyhill, Tom, 1895-1932",1922,231795315,ANL,Papers of Tom Skeyhill,https://trove.nla.gov.au/work/231795315,National Library of Australia.
"Herbertson, Robert, 1852-1940",1878-1879,231801323,ANL,Papers of Robert Herbertson,https://trove.nla.gov.au/work/231801323,National Library of Australia.
"Napier, Charles James Sir, 1782-1853",1790-1850,23187654,ANL,Papers Sir Charles Napier,https://trove.nla.gov.au/work/23187654,National Library of Australia.
"Gordon, Adam Lindsay, 1833-1870",1864-1938,23192442,ANL,Papers of Adam Lindsay Gordon,https://trove.nla.gov.au/work/23192442,National Library of Australia.
"Lord, Simeon, 1771-1840",1822-1908,23192893,ANL,Papers of Simeon Lord,https://trove.nla.gov.au/work/23192893,National Library of Australia.
"Rogers, John William Foster, 1842-1908",1825-1945,23194931,ANL,Papers of John William Foster Rogers,https://trove.nla.gov.au/work/23194931,National Library of Australia.
"Skeyhill, Tom, 1895-1932",1915-2011,232382742,ANL,Papers of Tom Skeyhill,https://trove.nla.gov.au/work/232382742,National Library of Australia.
"Grover, Montague, 1870-1943",1810-1980,23268676,ANL,Papers of Montague Grover,https://trove.nla.gov.au/work/23268676,National Library of Australia.
"Dennis, C. J. (Clarence James), 1876-1938",1913-1966,23325247,ANL,Papers of C.J. Dennis and Hal Gye collected by Harry F. Chaplin,https://trove.nla.gov.au/work/23325247,National Library of Australia.
"Fawkner, John Pascoe, 1792-1869",1803-1867,23392881,ANL,Papers of John Pascoe Fawkner,https://trove.nla.gov.au/work/23392881,National Library of Australia.
"Porcher, Edwin Augustus, -1878",1842-1846,23398833,ANL,Papers of Edwin Augustus Porcher,https://trove.nla.gov.au/work/23398833,National Library of Australia.
"Lang, John Dunmore, 1799-1878",1823-1893,23399704,ANL,Papers of John Dunmore Lang,https://trove.nla.gov.au/work/23399704,National Library of Australia.
"White, Cyril Brudenell Bingham, Sir, 1876-1940",1850-1940,23413195,ANL,Papers of Sir Brudenell White,https://trove.nla.gov.au/work/23413195,National Library of Australia.
"Anstey, Frank, 1865-1940",1930-1939,23413325,ANL,Papers of Frank Anstey,https://trove.nla.gov.au/work/23413325,National Library of Australia.
"Wood, Mr., active , 1843-1844",1843-1844,23419058,ANL,"Handwritten journal kept by Mr Wood on a voyage from Scotland to Van Dieman's Land on board the 'Mona', 1843",https://trove.nla.gov.au/work/23419058,National Library of Australia.
"Irvine, R. F. (Robert Francis), 1861-1941",1914-1922,23421879,ANL,Papers of Robert Francis Irvine,https://trove.nla.gov.au/work/23421879,National Library of Australia.
"Coghlan, T. A. (Timothy Augustine), 1855-1926",1878-1959,23421898,ANL,Papers of Sir Timothy A. Coghlan,https://trove.nla.gov.au/work/23421898,National Library of Australia.
"Northcote, Henry Stafford Northcote Baron, 1846-1911",1884,23445611,ANL,"Letter of Henry Stafford Northcote : House of Commons, London, to J. P. Labilliene",https://trove.nla.gov.au/work/23445611,National Library of Australia.
"Power, John, 1881-1943",1924-1943,23543851,ANL,Papers of John Power,https://trove.nla.gov.au/work/23543851,National Library of Australia.
"Thurtell, John, 1794-1824",1823-1921,23545167,ANL,Papers of John Thurtell,https://trove.nla.gov.au/work/23545167,National Library of Australia.
"Hawker, C. A. S. (Charles Allen Seymour), 1894-1938",1904-1938,23590325,ANL,Papers of Charles Hawker,https://trove.nla.gov.au/work/23590325,National Library of Australia.
"Lyons, J. A. (Joseph Aloysius), 1879-1939",1924-1939,23598049,ANL,Papers of Joseph Aloysius Lyons,https://trove.nla.gov.au/work/23598049,National Library of Australia.
"Deakin, Catherine, 1850-1937",1844-1958,23602156,ANL,Papers of Catherine Deakin,https://trove.nla.gov.au/work/23602156,National Library of Australia.
"Brennan, Christopher, 1870-1932",1899-1952,23602482,ANL,Papers of Christopher Brennan,https://trove.nla.gov.au/work/23602482,National Library of Australia.
"Stephens, J. Brunton (James Brunton), 1835-1902",1877-1902,23602998,ANL,Papers of James Stephens,https://trove.nla.gov.au/work/23602998,National Library of Australia.
"Turner, Eardley, -1929",1902-1929,23608829,ANL,Papers of Eardley Turner,https://trove.nla.gov.au/work/23608829,National Library of Australia.
"Bradfield, J. J. C. (John Job Crew), 1867-1943",1910-1943,23608838,ANL,Papers of John Job Crew Bradfield,https://trove.nla.gov.au/work/23608838,National Library of Australia.
"Wood, Mr., active , 1843-1844",1843-1844,23757862,ANL,"Handwritten journal kept by Mr Wood on a voyage from Scotland to Van Dieman's Land on board the 'Mona', 1843",https://trove.nla.gov.au/work/23757862,National Library of Australia.
"Watson, Frederick, 1878-1945",1913-1925,23774844,ANL,Papers relating to the Historical records of Australia,https://trove.nla.gov.au/work/23774844,National Library of Australia.
,1917-1928,23784485,ANL,Letters and papers relating to the publication of the Australian encyclopaedia,https://trove.nla.gov.au/work/23784485,National Library of Australia.
"Stanley, Arthur Sir, (Arthur Lyulph) 1875-1931",1913-1938,23786607,ANL,Papers of Sir Arthur Stanley,https://trove.nla.gov.au/work/23786607,National Library of Australia.
"Deakin, Alfred, 1856-1919",1894,23811558,ANL,"Letter of Alfred Deakin : Melbourne, to Alfred Morris, Flemington [Victoria]",https://trove.nla.gov.au/work/23811558,National Library of Australia.
"Nightingale, Florence, 1820-1910",1862-1889,23911409,ANL,Correspondence of Florence Nightingale,https://trove.nla.gov.au/work/23911409,National Library of Australia.
"Nightingale, Florence, 1820-1910",1859-1872,23935524,ANL,Correspondence of Florence Nightingale,https://trove.nla.gov.au/work/23935524,National Library of Australia.
"Cambridge, Ada, 1844-1926",1887,23952289,ANL,Papers of Ada Cambridge,https://trove.nla.gov.au/work/23952289,National Library of Australia.
"Hawker, H. G. (Harry George), 1889-1921",1919,24019827,ANL,Papers in photo album of Harry Hawker,https://trove.nla.gov.au/work/24019827,National Library of Australia.
"Souter, D. H. (David Henry), 1862-1935",1985-1988,24038895,ANL,Papers relating to D. H. Souter,https://trove.nla.gov.au/work/24038895,National Library of Australia.
"Wedderburn, David Sir, 1835-1882",1874-1985,24112855,ANL,Papers of Sir David Wedderburn,https://trove.nla.gov.au/work/24112855,National Library of Australia.
"Moore, William, 1868-1937",1895-1937,24144979,ANL,Papers of William Moore,https://trove.nla.gov.au/work/24144979,National Library of Australia.
"Mathews, R. H. (Robert Hamilton), 1841-1918",1866-1984,24145119,ANL,Papers of Robert Hamilton Mathews,https://trove.nla.gov.au/work/24145119,National Library of Australia.
"Wilson, W. J., active 1877-1907",1877-1907,24145248,ANL,Papers of W. J. Wilson,https://trove.nla.gov.au/work/24145248,National Library of Australia.
,1861-1900,24542902,ANL,Ships' log books,https://trove.nla.gov.au/work/24542902,National Library of Australia.
,1822-1934,24565327,ANL,Convict documents,https://trove.nla.gov.au/work/24565327,National Library of Australia.
"Stenhouse, Nicol Drysdale, 1806-1873",1827-1874,24568035,ANL,Papers of Nicol Drysdale Stenhouse,https://trove.nla.gov.au/work/24568035,National Library of Australia.
"Stockton, Norman, 1903-1943",1942,24990498,ANL,Memoirs of Norman Stockton,https://trove.nla.gov.au/work/24990498,National Library of Australia.
"Groom, Littleton E. (Littleton Ernest), 1867-1936",1867-1962,25250289,ANL,Papers of Sir Littleton and Lady Jessie Groom,https://trove.nla.gov.au/work/25250289,National Library of Australia.
"Knowles, George Shaw Sir, 1882-1947",1920-1989,25584439,ANL,Papers of Sir George Knowles,https://trove.nla.gov.au/work/25584439,National Library of Australia.
"Ulm, C. T. P. (Charles Thomas Phillippe), 1897-1934",1920-1984,25673874,ANL,Papers of Charles Ulm,https://trove.nla.gov.au/work/25673874,National Library of Australia.
"Curlewis, George Campbell, d. 1847",1835-1846,26811610,ANL,Papers of George Campbell Curlewis,https://trove.nla.gov.au/work/26811610,National Library of Australia.
"Ross, R. S. (Robert Samuel), 1873-1931",1907-1921,27062260,ANL,Papers of Robert Samuel Ross,https://trove.nla.gov.au/work/27062260,National Library of Australia.
"Cook, James Newton Haxton Hume, 1866-1942",1897-1942,27070101,ANL,Papers of James Newton Haxton Hume Cook,https://trove.nla.gov.au/work/27070101,National Library of Australia.
"Groom, Littleton E. (Littleton Ernest), 1867-1936",1886-1936,27080758,ANL,Papers of Sir Littleton Groom,https://trove.nla.gov.au/work/27080758,National Library of Australia.
"Isaacs, Isaac, Sir, 1855-1948",1883-1967,27082235,ANL,Papers of Sir Isaac Isaacs,https://trove.nla.gov.au/work/27082235,National Library of Australia.
"Higgins, H. B. (Henry Bournes), 1851-1929",1840-1976,27091879,ANL,Papers of Henry Higgins,https://trove.nla.gov.au/work/27091879,National Library of Australia.
"Dumont d'Urville, Jules-Sébastien-César, 1790-1842",1841,27265138,ANL,Dumont d'Urville lettres 1841,https://trove.nla.gov.au/work/27265138,National Library of Australia.
"Dalley, John, 1876-1935",1916-1918,27669746,ANL,Notebooks of Lieutenant John Dalley,https://trove.nla.gov.au/work/27669746,National Library of Australia.
"Rowan, Ellis, 1848-1922",1859-1870,28093575,ANL,Journal of Ellis Rowan,https://trove.nla.gov.au/work/28093575,National Library of Australia.
"Streeton, Arthur, Sir, 1867-1943",1926-1938,28106742,ANL,Correspondence of Arthur Streeton,https://trove.nla.gov.au/work/28106742,National Library of Australia.
"Stanley, Evan R. (Evan Richard), 1885-1924",1902-1987,28494973,ANL,Papers of Evan R. Stanley,https://trove.nla.gov.au/work/28494973,National Library of Australia.
"O'Connor, R. E. (Richard Edward), 1851-1912",1910,28586218,ANL,Letter of Richard Edward O'Connor : Sydney,https://trove.nla.gov.au/work/28586218,National Library of Australia.
"King, Phillip Parker, 1791-1856",1826-1830,28719004,ANL,Papers of Phillip Parker King,https://trove.nla.gov.au/work/28719004,National Library of Australia.
"Hutchinson, John, 1793-1866",1822-1857,28719960,ANL,"Letters of John Hutchinson : Sydney; Tonga; Launceston; Hobart, to Mrs Robert Cole, Scarborough, Yorkshire",https://trove.nla.gov.au/work/28719960,National Library of Australia.
"Schrader, Hermann T. (Hermann Theodor), 1860-1934",1860-1938,29114088,ANL,Papers of Hermann T. Schrader,https://trove.nla.gov.au/work/29114088,National Library of Australia.
"Ulm, C. T. P. (Charles Thomas Phillippe), 1897-1934",1803-2015,30093694,ANL,Papers of Charles and John Ulm,https://trove.nla.gov.au/work/30093694,National Library of Australia.
"Bramell, B. W., -1938",1897-1937,30772979,ANL,Papers of B. W. Bramell,https://trove.nla.gov.au/work/30772979,National Library of Australia.
"Gunn, Ronald Campbell, 1808-1881",1835-1868,31380134,ANL,Papers,https://trove.nla.gov.au/work/31380134,National Library of Australia.
"Mowle, Mary Braidwood, 1827-1857",1832-1881,31454248,ANL,Papers of Mary Braidwood Mowle,https://trove.nla.gov.au/work/31454248,National Library of Australia.
"Leichhardt, Ludwig, 1813-1848",1841-1847,31637315,ANL,Diaries and papers,https://trove.nla.gov.au/work/31637315,National Library of Australia.
"Hopkins, Felicia, 1841-1933",1841-1986,31679527,ANL,Papers of Felicia Hopkins,https://trove.nla.gov.au/work/31679527,National Library of Australia.
"Stanley, Evan R. (Evan Richard), 1885-1924",1908-1986,31756491,ANL,Papers of Evan R. Stanley,https://trove.nla.gov.au/work/31756491,National Library of Australia.
"Heaton, J. Henniker (John Henniker), 1848-1914",1878-1916,31756496,ANL,Papers of J. Henniker Heaton,https://trove.nla.gov.au/work/31756496,National Library of Australia.
"Barnes, Walter Henry, 1858-1933",1920-1934,31759078,ANL,Papers  of Walter Barnes,https://trove.nla.gov.au/work/31759078,National Library of Australia.
"Picot, James, 1906-1944",1940-1954,31796451,ANL,Papers of James Picot,https://trove.nla.gov.au/work/31796451,National Library of Australia.
"Dumont, Smith B., 1826-1900",1836-1892,31803303,ANL,Papers of Dumont Smith B.,https://trove.nla.gov.au/work/31803303,National Library of Australia.
"Lang, Andrew, 1888-1924",1907-2013,31841902,ANL,Papers of Andrew Lang,https://trove.nla.gov.au/work/31841902,National Library of Australia.
"Deacon, Arthur Bernard, 1903-1927",1923-1926,31844670,ANL,Papers of Arthur Deacon,https://trove.nla.gov.au/work/31844670,National Library of Australia.
,1543-1611,31867923,ANL,"Notizie istoriche appartenente al Regno di Spagna, di Portogallo, e di Sicilia",https://trove.nla.gov.au/work/31867923,National Library of Australia.
"Stead, Augustus George, 1818-1883",1846-2001,31882888,ANL,Papers of Augustus George Stead,https://trove.nla.gov.au/work/31882888,National Library of Australia.
"Henslowe, Francis Hartwell, 1811-1878",1837-1880,32051094,ANL,Papers of Francis Hartwell Henslowe,https://trove.nla.gov.au/work/32051094,National Library of Australia.
,1828,32202938,ANL,al-Qurʼān,https://trove.nla.gov.au/work/32202938,National Library of Australia.
"Campbell, Archibald James, 1853-1929",1835-1990,32540732,ANL,Papers of Archibald James Campbell,https://trove.nla.gov.au/work/32540732,National Library of Australia.
"Kissock, Alexander, 1810-1866",1832-1912,32886179,ANL,Papers of Alexander Kissock,https://trove.nla.gov.au/work/32886179,National Library of Australia.
"Glover, John Corbett, 1909-1948",1936-1942,32894097,ANL,"The flying priest : Fr Glover's account of his flying experiences in New Guinea, mainly during the Pacific War, including the evacuation to Kainantu and his attempted flight to Thursday Island, John Corbett Glover",https://trove.nla.gov.au/work/32894097,National Library of Australia.
"Gerald, Frank, 1858-1942",1878-1942,32949723,ANL,Papers of Frank Gerald,https://trove.nla.gov.au/work/32949723,National Library of Australia.
"George V King of Great Britain, 1865-1936",1920,33059403,ANL,"Warrant for the investiture of the honourable William Elliot Johnson, as a Knight Commander of the Most Distinguished Order of Saint Michael and Saint George",https://trove.nla.gov.au/work/33059403,National Library of Australia.
"Blaxland, Gregory, 1778-1853",1816,33238778,ANL,"Letter of Gregory Blaxland : Brush Farm, N.S.W. to Sir Joseph Banks",https://trove.nla.gov.au/work/33238778,National Library of Australia.
"Morrison, John Robert, 1814-1843",1824-1844,33391333,ANL,Papers of John Robert Morrison,https://trove.nla.gov.au/work/33391333,National Library of Australia.
"Melba, Nellie Dame, 1861-1931",1895-1923,33566260,ANL,Papers of Dame Nellie Melba,https://trove.nla.gov.au/work/33566260,National Library of Australia.
,1851-1868,33893240,ANL,Papers relating to James Dawson,https://trove.nla.gov.au/work/33893240,National Library of Australia.
"Mitchell, Sarah, d. 1916",1800-1916,33949100,ANL,Mitchell family papers,https://trove.nla.gov.au/work/33949100,National Library of Australia.
"Tallis, George, Sir, 1869-1948",1889-1948,34249914,ANL,Papers of Sir George Tallis,https://trove.nla.gov.au/work/34249914,National Library of Australia.
"Hunt, Atlee Arthur, 1864-1935",1900-1930,34252246,ANL,Papers of Atlee Hunt,https://trove.nla.gov.au/work/34252246,National Library of Australia.
"Entrecasteaux, Antoine Raymond Joseph de Bruni, chevalier d', 1737-1793",1808,34367966,ANL,The voyage of d'Entrecasteaux / edited by M. De Rossel ; [translated by John Joseph Smith],https://trove.nla.gov.au/work/34367966,National Library of Australia.
"Goddard, William, active 1866-1893",1866-1893,34383225,ANL,Papers of William Goddard,https://trove.nla.gov.au/work/34383225,National Library of Australia.
"Neilson, John Shaw, 1872-1942",1887-1964,34392227,ANL,Papers John Shaw Neilson,https://trove.nla.gov.au/work/34392227,National Library of Australia.
"Conrick, John, 1852-1926",1909-1926,34392613,ANL,Papers of John Conrick,https://trove.nla.gov.au/work/34392613,National Library of Australia.
"Wise, B. R. (Bernhard Ringrose), 1858-1916",1897-1898,34409294,ANL,Papers of Bernard Ringrose Wise,https://trove.nla.gov.au/work/34409294,National Library of Australia.
"Smith, Staniforth, 1869-1934",1901-1931,34409299,ANL,Papers of Staniforth Smith,https://trove.nla.gov.au/work/34409299,National Library of Australia.
"Linton, W. J. (William James), 1812-1897",1835-1897,34409304,ANL,Papers of William James Linton,https://trove.nla.gov.au/work/34409304,National Library of Australia.
"Tennyson, Hallam Tennyson, Baron, 1852-1928",1893-1913,34409766,ANL,Papers of Lord Tennyson,https://trove.nla.gov.au/work/34409766,National Library of Australia.
"McCaughey, Samuel, Sir, 1835-1919",1911-1921,34418127,ANL,Papers of Samuel McCaughey,https://trove.nla.gov.au/work/34418127,National Library of Australia.
"Shumack, Samuel, 1850-1940",1856-1952,34422865,ANL,Papers of Samuel Shumack,https://trove.nla.gov.au/work/34422865,National Library of Australia.
"Brown, Thomas, 1861-1934",1911-1934,34425215,ANL,Papers of Thomas Brown,https://trove.nla.gov.au/work/34425215,National Library of Australia.
"Rowan, Ellis, 1848-1922",1873-1895,34425513,ANL,Papers of Ellis Rowan,https://trove.nla.gov.au/work/34425513,National Library of Australia.
"Fowler, J. M. (James Mackinnon), 1865-1940",1899-1940,34428344,ANL,Papers of James Mackinnon Fowler,https://trove.nla.gov.au/work/34428344,National Library of Australia.
"Smith, James, 1820-1910",1854-1926,34438752,ANL,Papers of James Smith,https://trove.nla.gov.au/work/34438752,National Library of Australia.
"English, Albert Charles, 1863-1945",1889-1939,34442443,ANL,Papers of Albert Charles,https://trove.nla.gov.au/work/34442443,National Library of Australia.
"Lewis, Robert, 1815-1884",1854-1884,34442773,ANL,Papers of Robert Lewis,https://trove.nla.gov.au/work/34442773,National Library of Australia.
"McCrae, George Gordon, 1833-1927",1917-1962,34483956,ANL,Papers of George Gordon McCrae,https://trove.nla.gov.au/work/34483956,National Library of Australia.
"Prieur, F. X. (François Xavier), 1814-1891",1800-1899,34526531,ANL,Papers of F.X. Prieur,https://trove.nla.gov.au/work/34526531,National Library of Australia.
"Strong, Charles, 1844-1942",1875-1961,34533563,ANL,Papers of Charles Strong,https://trove.nla.gov.au/work/34533563,National Library of Australia.
"Cotton, John, 1801 or 2-1849",1843,34535038,ANL,Papers of John Cotton,https://trove.nla.gov.au/work/34535038,National Library of Australia.
"Reid, G. H. Sir, (George Houstoun), 1845-1918",1855-1989,34690438,ANL,Papers of George Houstoun Reid,https://trove.nla.gov.au/work/34690438,National Library of Australia.
"MacPherson, John Alexander, 1833-1894",1833-1925,34692055,ANL,Papers of John Alexander MacPherson,https://trove.nla.gov.au/work/34692055,National Library of Australia.
"Tate, James, 1835-1859",1859,34722835,ANL,Papers of James Tate,https://trove.nla.gov.au/work/34722835,National Library of Australia.
"Baynton, Barbara, 1857-1929",1907-1973,34741765,ANL,Papers of Barbara Baynton,https://trove.nla.gov.au/work/34741765,National Library of Australia.
"Howard, G. T. (George Thomas), 1857-1934",1925-1955,34741791,ANL,Papers of G.T. Howard,https://trove.nla.gov.au/work/34741791,National Library of Australia.
"Robinson, Hercules George Robert Sir, 1824-1897",1879-1880,34745348,ANL,Papers of Sir Hercules Robinson,https://trove.nla.gov.au/work/34745348,National Library of Australia.
"Hall, Edward Smith, 1786-1860",1828-1930,34747003,ANL,Papers of Edward Smith Hall,https://trove.nla.gov.au/work/34747003,National Library of Australia.
"Watson, George, active 1904-1922",1904-1922,34754950,ANL,Papers of George Watson,https://trove.nla.gov.au/work/34754950,National Library of Australia.
"Hume, Hamilton, 1797-1873",1840-1855,34756737,ANL,Papers of Hamilton Hume,https://trove.nla.gov.au/work/34756737,National Library of Australia.
"Lanigan, William, 1820-1900",1821-1934,34769342,ANL,Papers of William Lanigan,https://trove.nla.gov.au/work/34769342,National Library of Australia.
,1924-1932,34771366,ANL,Opera and operatic life in Australia,https://trove.nla.gov.au/work/34771366,National Library of Australia.
"Manning, William Montagu Sir, 1811-1895",1849-1963,34772647,ANL,Papers of Sir William Montagu Manning,https://trove.nla.gov.au/work/34772647,National Library of Australia.
"Angas, George French, 1822-1886",1838-1877,34798515,ANL,Papers of George French Angas,https://trove.nla.gov.au/work/34798515,National Library of Australia.
"McIntosh, James, active 1837-1882",1837-1882,34812168,ANL,Papers of James McIntosh,https://trove.nla.gov.au/work/34812168,National Library of Australia.
"Braga, J. P. (José Pedro), 1871-1944",1884-1929,34846233,ANL,Papers of J.P. Braga,https://trove.nla.gov.au/work/34846233,National Library of Australia.
"Lang, John Dunmore, 1799-1878",1900,34849758,ANL,Papers,https://trove.nla.gov.au/work/34849758,National Library of Australia.
"Shaw, Thomas, 1826-1907",1849-1862,34862419,ANL,Letters of Thomas Shaw,https://trove.nla.gov.au/work/34862419,National Library of Australia.
"Higgins, H. B. (Henry Bournes), 1851-1929",1914-1929,34864816,ANL,Papers of Henry Bournes Higgins,https://trove.nla.gov.au/work/34864816,National Library of Australia.
"Huey, Alexander, active 1809-1818",1809-1811,34864832,ANL,Journal of Alexander Huey,https://trove.nla.gov.au/work/34864832,National Library of Australia.
"Traill, W. H. (William Henry), 1844-1902",1890-1902,34864847,ANL,Papers of William H. Traill,https://trove.nla.gov.au/work/34864847,National Library of Australia.
"Luffmann, Laura Bogue, 1846-1929",1938,34864863,ANL,Papers of Laura Luffmann,https://trove.nla.gov.au/work/34864863,National Library of Australia.
"Bramell, B. W., -1938",1910-1930,34880341,ANL,Papers of B. W. Bramell,https://trove.nla.gov.au/work/34880341,National Library of Australia.
"Beale, Octavius C. (Octavius Charles), 1850-1930",1874,34882991,ANL,Papers of Octavius Charles Beale,https://trove.nla.gov.au/work/34882991,National Library of Australia.
"Stephen, Alfred Sir, 1802-1894",1872-1879,34887905,ANL,Papers of Sir Alfred Stephen,https://trove.nla.gov.au/work/34887905,National Library of Australia.
"Fisher, Andrew, 1862-1928",1983,34895123,ANL,Papers of Andrew Fisher,https://trove.nla.gov.au/work/34895123,National Library of Australia.
"Edwards, Henry Tollemache, 1834-1915",1715-1915,34910061,ANL,Papers of the Edwards family,https://trove.nla.gov.au/work/34910061,National Library of Australia.
"Marsden, Samuel, 1765-1838",1810-1866,34913441,ANL,Papers of Samuel Marsden,https://trove.nla.gov.au/work/34913441,National Library of Australia.
"Parkes, Henry Sir, 1815-1896",1852-1890,34913492,ANL,Papers of Sir Henry Parkes,https://trove.nla.gov.au/work/34913492,National Library of Australia.
"Kelly, F. S. (Frederick Septimus), 1881-1916",1907-1916,34938752,ANL,Diaries of Frederick Kelly,https://trove.nla.gov.au/work/34938752,National Library of Australia.
"Ley, Thomas John, 1880-1947",1853-1956,34962873,ANL,Ley family papers,https://trove.nla.gov.au/work/34962873,National Library of Australia.
"Kenyon, A. S. (Alfred Stephen), 1867-1943",1857-1910,34974532,ANL,Papers of Alfred Stephen Kenyon,https://trove.nla.gov.au/work/34974532,National Library of Australia.
"Duggan, Edmund, 1862?-1938",1900-1919,34991638,ANL,Papers of Edmund Duggan,https://trove.nla.gov.au/work/34991638,National Library of Australia.
"Drake, James G., 1850-1941",1875-1920,34991734,ANL,Papers of James G. Drake,https://trove.nla.gov.au/work/34991734,National Library of Australia.
"Amphlett, Edward Albert, 1828-1896",1863-1867,34995857,ANL,Papers of Edward Albert Amphlett,https://trove.nla.gov.au/work/34995857,National Library of Australia.
"Belbin, Robert J., -1883",1881-1883,35082503,ANL,Papers of Robert J. Belbin,https://trove.nla.gov.au/work/35082503,National Library of Australia.
"Howells, Thomas, 1825-1889",1866-1888,35084780,ANL,Papers of Thomas Howells,https://trove.nla.gov.au/work/35084780,National Library of Australia.
"Rietmann, O. (Othmar), 1831-1869",1861-1870,35110794,ANL,Papers of Othmar Rietmann,https://trove.nla.gov.au/work/35110794,National Library of Australia.
"Strutt, William, 1825-1915",1858-1887,35133296,ANL,Papers of William Strutt,https://trove.nla.gov.au/work/35133296,National Library of Australia.
"Curtin, John, 1885-1945",1942,35133346,ANL,Papers of John Curtin,https://trove.nla.gov.au/work/35133346,National Library of Australia.
"Tite, Charles, 1870-1891",1889-1890,35138540,ANL,Journal of Charles Tite,https://trove.nla.gov.au/work/35138540,National Library of Australia.
,1930-1937,35138616,ANL,Collection of papers relating to Henry Handel Richardson,https://trove.nla.gov.au/work/35138616,National Library of Australia.
